InvoiceNo,Quantity,InvoiceDate,CustomerID,Country,StockCode,Description,UnitPrice
541380,14,2010-12-18T19:49,14954,Italy,45951E,WHITE HANGING HEART T-LIGHT HOLDER,2.78
541385,17,2010-12-24T08:26,14790,Italy,51561U,PLASTIC BOTTLE,11.79
541386,1,2010-12-29T06:07,15476,Italy,60389X,WOODEN TRAY,18.01
541387,19,2011-01-20T09:54,10340,Italy,98525S,WOODEN TRAY,5.09
541387,3,2010-12-27T15:22,14946,Italy,31215I,WHITE HANGING HEART T-LIGHT HOLDER,22.77
541388,14,2010-12-06T03:59,11654,Italy,44292E,CREAM CUPID HEARTS COAT HANGER,10.76
541390,5,2011-01-10T11:36,15485,Italy,97431A,FRUIT & VEG STORAGE BASKET,6.38
541393,12,2011-01-10T22:59,19886,Italy,67303A,CREAM CUPID HEARTS COAT HANGER,3.89
541394,19,2011-01-22T11:40,16781,Italy,45664G,FOOD STORAGE CONTAINER,12.38
541397,3,2010-12-28T21:18,12651,Italy,98475I,FOOD STORAGE CONTAINER,20.40
541400,18,2010-12-30T05:20,18350,Italy,20815Q,CREAM CUPID HEARTS COAT HANGER,12.03
541401,1,2010-12-05T09:10,12585,Italy,67924G,WOODEN TRAY,17.17
541402,3,2011-01-13T02:55,12182,Italy,48854K,FOOD STORAGE CONTAINER,21.62
541404,20,2011-01-28T21:28,18669,Italy,59363M,FRUIT & VEG STORAGE BASKET,12.63
541404,6,2011-02-08T11:22,18927,Italy,91145D,WHITE HANGING HEART T-LIGHT HOLDER,24.44
541405,2,2010-12-22T22:14,13533,Italy,52601W,WHITE METAL LANTERN,22.49
541406,16,2011-01-27T11:33,19236,Italy,31987O,WOODEN TRAY,10.31
541409,13,2010-12-06T01:08,13609,Italy,14334L,GLASS JAR,16.70
541411,17,2011-02-01T16:37,12947,Italy,63621I,WHITE METAL LANTERN,10.11
541411,14,2011-01-10T14:28,15283,Italy,88511A,PLASTIC BOTTLE,11.12
541413,19,2011-01-29T21:24,16524,Italy,19043U,GLASS JAR,14.90
541415,16,2010-12-08T12:08,18853,Italy,63963T,CREAM CUPID HEARTS COAT HANGER,22.90
541415,15,2010-12-16T11:42,18123,Italy,55396C,WOODEN TRAY,10.11
541416,4,2010-12-05T02:55,17995,Italy,42291Q,FOOD STORAGE CONTAINER,24.41
541418,3,2011-01-13T18:16,13736,Italy,79521E,CREAM CUPID HEARTS COAT HANGER,24.24
541418,15,2011-01-30T04:56,11865,Italy,50705A,WHITE METAL LANTERN,18.12
541421,11,2011-01-01T14:51,16196,Italy,57694S,WHITE HANGING HEART T-LIGHT HOLDER,2.04
541421,11,2011-01-10T17:00,16421,Italy,18934P,FOOD STORAGE CONTAINER,14.10
541421,3,2011-01-06T06:04,17941,Italy,77885U,GLASS JAR,18.63
541424,8,2010-12-07T21:45,10513,Italy,52959W,CREAM CUPID HEARTS COAT HANGER,13.65
541425,16,2011-01-09T23:57,19099,Italy,76505J,CREAM CUPID HEARTS COAT HANGER,12.26
541425,4,2011-02-05T14:09,16666,Italy,56728W,FOOD STORAGE CONTAINER,7.94
541426,13,2011-01-12T21:48,19448,Italy,53702D,FRUIT & VEG STORAGE BASKET,6.18
541427,9,2011-02-03T03:21,15944,Italy,55193R,FRUIT & VEG STORAGE BASKET,3.49
541430,15,2011-01-21T21:31,11870,Italy,38411R,FRUIT & VEG STORAGE BASKET,24.66
541431,8,2011-01-07T14:25,12182,Italy,73685L,CREAM CUPID HEARTS COAT HANGER,21.02
541432,1,2011-01-02T19:14,19890,Italy,91402L,PLASTIC BOTTLE,14.69
541432,19,2010-12-08T19:54,19464,Italy,24530M,GLASS JAR,24.80
541434,17,2011-02-04T09:48,19236,Italy,33652P,GLASS JAR,22.58
541435,5,2010-12-12T07:46,13201,Italy,31209N,CREAM CUPID HEARTS COAT HANGER,12.49
541436,15,2011-01-30T00:57,18569,Italy,39048F,CREAM CUPID HEARTS COAT HANGER,23.24
541439,1,2010-12-10T13:40,17752,Italy,53208S,PLASTIC BOTTLE,11.74
541443,11,2010-12-17T07:01,13870,Italy,52545O,PLASTIC BOTTLE,15.87
541444,18,2011-02-05T21:14,10321,Italy,76108J,PLASTIC BOTTLE,21.91
541447,7,2011-01-29T04:39,10386,Italy,98631T,PLASTIC BOTTLE,8.41
541449,10,2010-12-21T08:01,18424,Italy,57198Q,CREAM CUPID HEARTS COAT HANGER,14.75
541449,2,2011-01-22T02:18,12753,Italy,47230X,CREAM CUPID HEARTS COAT HANGER,21.60
541450,4,2010-12-05T03:45,11010,Italy,86064F,GLASS JAR,10.27
541451,5,2011-01-02T06:12,15308,Italy,27035R,GLASS JAR,23.74
541452,9,2011-01-31T08:17,17070,Italy,41008W,PLASTIC BOTTLE,15.67
541454,11,2010-12-11T10:44,13257,Italy,99465V,CREAM CUPID HEARTS COAT HANGER,23.74
541457,4,2011-01-16T12:54,12147,Italy,58983X,CREAM CUPID HEARTS COAT HANGER,24.31
541458,19,2011-02-05T09:26,12068,Italy,84267O,WHITE METAL LANTERN,9.24
541459,18,2011-01-08T08:08,19293,Italy,51405X,FRUIT & VEG STORAGE BASKET,22.81
541460,5,2010-12-09T20:50,13141,Italy,82947P,WOODEN TRAY,13.86
541460,15,2011-02-01T01:49,13020,Italy,13689D,PLASTIC BOTTLE,3.55
541463,10,2010-12-09T18:26,10607,Italy,75248I,WHITE HANGING HEART T-LIGHT HOLDER,7.23
541464,12,2011-01-04T11:44,13985,Italy,54602U,FRUIT & VEG STORAGE BASKET,12.64
541465,2,2011-01-24T15:57,19989,Italy,56080Y,WHITE METAL LANTERN,24.64
541465,10,2010-12-28T09:10,13995,Italy,81896T,FRUIT & VEG STORAGE BASKET,21.09
541466,7,2011-01-30T03:49,13312,Italy,73414R,CREAM CUPID HEARTS COAT HANGER,22.81
541467,11,2010-12-07T02:52,19775,Italy,83296E,WOODEN TRAY,7.59
541470,15,2011-01-23T19:25,19265,Italy,44135L,GLASS JAR,11.97
541474,3,2010-12-14T23:56,17588,Italy,12876D,WHITE HANGING HEART T-LIGHT HOLDER,15.37
541474,7,2010-12-04T12:26,12212,Italy,63507A,FRUIT & VEG STORAGE BASKET,6.68
541477,8,2011-01-11T13:59,17010,Italy,87878N,CREAM CUPID HEARTS COAT HANGER,22.71
541478,14,2010-12-14T02:22,15334,Italy,64500F,WOODEN TRAY,17.58
541479,7,2010-12-21T04:41,17581,Italy,90413G,PLASTIC BOTTLE,12.95
541482,2,2011-02-08T00:06,18673,Italy,84538S,CREAM CUPID HEARTS COAT HANGER,13.06
541482,13,2011-01-07T03:42,10838,Italy,15033Z,FRUIT & VEG STORAGE BASKET,12.61
541489,9,2011-01-02T03:30,11805,Italy,43674H,FRUIT & VEG STORAGE BASKET,8.05
541489,8,2011-01-11T02:57,17368,Italy,69628D,WHITE METAL LANTERN,3.37
541489,8,2010-12-10T03:54,17428,Italy,14859X,WHITE HANGING HEART T-LIGHT HOLDER,12.47
541491,20,2010-12-08T04:35,13419,Italy,94696P,PLASTIC BOTTLE,4.51
541492,7,2010-12-06T12:03,10511,Italy,13067M,FRUIT & VEG STORAGE BASKET,11.44
541492,11,2010-12-13T02:49,14889,Italy,28087J,WHITE HANGING HEART T-LIGHT HOLDER,1.10
541494,13,2010-12-08T13:42,18761,Italy,40277B,FRUIT & VEG STORAGE BASKET,6.45
541496,3,2010-12-31T22:20,19939,Italy,79513X,WHITE METAL LANTERN,21.76
541499,3,2011-01-21T12:30,11785,Italy,31997H,WOODEN TRAY,22.55
541499,19,2010-12-21T06:27,14417,Italy,61717B,PLASTIC BOTTLE,5.45
541499,3,2010-12-24T10:38,10779,Italy,11281H,GLASS JAR,20.24
541500,16,2011-01-14T10:31,13961,Italy,20057Z,WHITE HANGING HEART T-LIGHT HOLDER,19.34
541500,6,2010-12-17T02:11,19643,Italy,65277L,FRUIT & VEG STORAGE BASKET,10.88
541501,4,2011-01-04T06:42,17980,Italy,17070A,WHITE HANGING HEART T-LIGHT HOLDER,0.76
541503,3,2010-12-10T09:24,17902,Italy,84037B,CREAM CUPID HEARTS COAT HANGER,19.06
541508,4,2011-01-09T15:44,15890,Italy,23406R,WOODEN TRAY,14.21
541510,20,2011-01-23T07:00,15249,Italy,57105E,PLASTIC BOTTLE,15.09
541517,6,2010-12-29T15:57,14695,Italy,20602G,FRUIT & VEG STORAGE BASKET,4.79
541517,2,2011-01-27T20:20,11000,Italy,30666B,WHITE HANGING HEART T-LIGHT HOLDER,16.57
541518,6,2010-12-04T22:03,17258,Italy,39631K,FRUIT & VEG STORAGE BASKET,6.41
541522,19,2010-12-10T05:22,19948,Italy,26864C,FRUIT & VEG STORAGE BASKET,15.13
541524,12,2011-01-16T16:58,10922,Italy,71650R,FRUIT & VEG STORAGE BASKET,10.58
541524,5,2011-01-30T08:14,16618,Italy,78182U,FRUIT & VEG STORAGE BASKET,1.90
541525,13,2010-12-18T07:59,12840,Italy,69090T,PLASTIC BOTTLE,22.22
541525,19,2011-01-17T07:38,18306,Italy,35544B,PLASTIC BOTTLE,5.73
541526,15,2011-01-08T20:48,10687,Italy,36966K,FRUIT & VEG STORAGE BASKET,17.09
541528,2,2010-12-21T12:23,15308,Italy,26385B,CREAM CUPID HEARTS COAT HANGER,10.31
541531,15,2011-02-05T14:03,12207,Italy,70813M,FRUIT & VEG STORAGE BASKET,5.91
541532,5,2010-12-16T10:14,17941,Italy,17684W,PLASTIC BOTTLE,12.18
541533,6,2010-12-09T17:25,15643,Italy,62393P,FRUIT & VEG STORAGE BASKET,24.52
541535,20,2010-12-22T21:35,11585,Italy,20534A,FOOD STORAGE CONTAINER,22.09
541536,6,2010-12-30T06:04,13020,Italy,28476M,PLASTIC BOTTLE,2.28
541540,16,2011-01-25T16:25,14664,Italy,89404C,WHITE METAL LANTERN,17.48
541545,17,2010-12-06T04:09,15402,Italy,70748V,PLASTIC BOTTLE,11.54
541545,20,2011-02-02T14:43,10605,Italy,10411P,WOODEN TRAY,1.59
541545,20,2011-01-09T17:42,17530,Italy,84845S,FOOD STORAGE CONTAINER,21.69
541546,11,2011-02-04T13:44,18144,Italy,94431T,FRUIT & VEG STORAGE BASKET,23.69
541549,8,2010-12-27T11:48,16912,Italy,38376Z,FRUIT & VEG STORAGE BASKET,19.23
541550,17,2010-12-12T22:11,10067,Italy,26842M,WHITE HANGING HEART T-LIGHT HOLDER,23.89
541550,19,2010-12-24T19:15,18657,Italy,16700O,WOODEN TRAY,6.21
541551,7,2011-01-06T14:46,19823,Italy,46794L,WOODEN TRAY,10.89
541553,9,2010-12-26T06:48,15255,Italy,31963N,GLASS JAR,23.49
541554,5,2010-12-18T02:53,10735,Italy,44507C,WOODEN TRAY,9.74
541559,20,2011-01-25T23:59,15672,Italy,40160C,CREAM CUPID HEARTS COAT HANGER,13.22
541559,18,2010-12-20T06:26,19210,Italy,21765V,FOOD STORAGE CONTAINER,3.27
541560,15,2011-01-06T17:01,17902,Italy,88015N,GLASS JAR,17.39
541560,13,2011-01-19T20:22,18569,Italy,87372B,WHITE METAL LANTERN,17.09
541562,14,2011-01-27T01:17,10784,Italy,65989K,WHITE METAL LANTERN,21.83
541568,14,2011-01-31T16:45,10425,Italy,95667U,WHITE METAL LANTERN,20.82
541569,5,2011-01-02T17:35,18303,Italy,91390T,GLASS JAR,18.96
541570,19,2011-01-19T01:54,17765,Italy,62711O,CREAM CUPID HEARTS COAT HANGER,2.53
541570,10,2010-12-09T14:48,12898,Italy,82436P,FRUIT & VEG STORAGE BASKET,21.93
541571,17,2010-12-02T22:06,14848,Italy,31758Z,FRUIT & VEG STORAGE BASKET,13.15
541581,7,2011-02-05T15:50,11665,Italy,48587Q,FRUIT & VEG STORAGE BASKET,1.34
541582,7,2010-12-04T01:02,10425,Italy,89137S,CREAM CUPID HEARTS COAT HANGER,7.15
541583,12,2010-12-19T22:59,15586,Italy,36458A,CREAM CUPID HEARTS COAT HANGER,7.34
541586,17,2011-01-14T21:20,11545,Italy,33341B,FOOD STORAGE CONTAINER,15.43
541587,20,2010-12-31T14:35,16709,Italy,11730X,GLASS JAR,14.73
541588,15,2010-12-05T16:12,10925,Italy,49837P,FOOD STORAGE CONTAINER,18.19
541588,9,2011-01-26T13:00,18048,Italy,63045K,CREAM CUPID HEARTS COAT HANGER,16.21
541589,12,2010-12-20T18:29,19210,Italy,30306F,GLASS JAR,0.79
541598,9,2010-12-13T03:53,17956,Italy,66845E,GLASS JAR,16.23
541603,5,2011-01-16T16:12,14909,Italy,63646P,WOODEN TRAY,11.07
541606,1,2011-01-27T10:02,19410,Italy,55813Q,WHITE METAL LANTERN,23.97
541609,1,2010-12-16T09:58,17476,Italy,47699L,GLASS JAR,13.08
541610,18,2011-02-02T03:23,14478,Italy,61119K,WHITE HANGING HEART T-LIGHT HOLDER,23.74
541612,8,2011-01-10T02:47,17258,Italy,38710N,FRUIT & VEG STORAGE BASKET,9.74
541613,9,2011-01-08T06:35,18857,Italy,73606J,WHITE METAL LANTERN,11.37
541614,12,2011-01-29T00:15,14194,Italy,16483K,FOOD STORAGE CONTAINER,14.38
541615,15,2011-01-23T16:03,17895,Italy,57105W,FRUIT & VEG STORAGE BASKET,15.59
541616,3,2010-12-13T09:02,17070,Italy,66366I,WHITE HANGING HEART T-LIGHT HOLDER,21.64
541617,11,2010-12-31T04:33,14310,Italy,95094W,FRUIT & VEG STORAGE BASKET,22.77
541617,16,2011-02-05T12:43,18875,Italy,51827G,CREAM CUPID HEARTS COAT HANGER,6.58
541619,14,2011-02-02T19:36,11585,Italy,83257K,FOOD STORAGE CONTAINER,12.09
541621,5,2010-12-30T22:56,15039,Italy,38892V,WOODEN TRAY,24.04
541622,5,2011-02-05T14:48,12283,Italy,86930B,GLASS JAR,24.45
541625,18,2010-12-08T23:28,11937,Italy,90394Q,PLASTIC BOTTLE,6.63
541626,14,2011-01-03T17:14,19235,Italy,56520K,WHITE HANGING HEART T-LIGHT HOLDER,9.07
541630,10,2010-12-12T03:08,18596,Italy,62534R,WOODEN TRAY,14.30
541630,6,2010-12-10T14:09,17335,Italy,33520S,FRUIT & VEG STORAGE BASKET,5.89
541631,13,2010-12-30T18:34,12543,Italy,21011D,GLASS JAR,13.59
541632,7,2010-12-10T01:59,11981,Italy,66986F,WHITE METAL LANTERN,24.19
541633,2,2010-12-21T01:18,16110,Italy,51280P,FOOD STORAGE CONTAINER,4.90
541634,13,2011-01-25T11:06,17895,Italy,48651V,WHITE HANGING HEART T-LIGHT HOLDER,8.66
541637,10,2011-01-06T13:31,18495,Italy,90169I,WHITE METAL LANTERN,4.32
541639,18,2010-12-14T20:18,14359,Italy,66337V,GLASS JAR,3.55
541640,17,2010-12-30T03:22,15954,Italy,99013E,CREAM CUPID HEARTS COAT HANGER,15.03
541641,19,2010-12-09T07:19,11193,Italy,84406J,CREAM CUPID HEARTS COAT HANGER,24.47
541641,4,2010-12-07T21:23,12309,Italy,68220H,WOODEN TRAY,21.88
541644,6,2011-01-02T16:32,14701,Italy,39629E,FRUIT & VEG STORAGE BASKET,20.24
541644,4,2010-12-14T11:00,15573,Italy,18716E,FRUIT & VEG STORAGE BASKET,14.89
541645,2,2010-12-27T16:55,11305,Italy,84684Y,CREAM CUPID HEARTS COAT HANGER,20.53
541646,5,2010-12-27T05:33,11229,Italy,65542S,FRUIT & VEG STORAGE BASKET,19.47
541648,8,2011-01-11T20:27,10320,Italy,89238H,FOOD STORAGE CONTAINER,2.01
541649,8,2011-01-19T01:43,10006,Italy,65642Z,FRUIT & VEG STORAGE BASKET,4.93
541649,18,2011-01-01T15:57,16332,Italy,16420G,WHITE HANGING HEART T-LIGHT HOLDER,0.61
541649,3,2011-01-29T00:30,15202,Italy,16760Q,FOOD STORAGE CONTAINER,0.54
541653,12,2010-12-16T13:34,13306,Italy,83379J,CREAM CUPID HEARTS COAT HANGER,15.69
541655,8,2011-01-31T09:51,11980,Italy,40181G,CREAM CUPID HEARTS COAT HANGER,17.42
541656,20,2011-01-05T09:49,17820,Italy,97672W,FRUIT & VEG STORAGE BASKET,15.72
541658,1,2011-01-20T13:55,14838,Italy,70037R,WHITE METAL LANTERN,9.65
541658,7,2011-01-05T21:11,11124,Italy,11605K,FRUIT & VEG STORAGE BASKET,17.85
541659,10,2011-01-14T08:19,14948,Italy,46632T,PLASTIC BOTTLE,24.84
541661,17,2011-01-08T00:58,15956,Italy,61924N,WHITE METAL LANTERN,7.37
541661,2,2011-01-04T23:01,14664,Italy,77493G,GLASS JAR,17.68
541662,5,2011-02-04T21:21,17952,Italy,67606V,WHITE HANGING HEART T-LIGHT HOLDER,5.56
541662,18,2011-01-31T08:36,12574,Italy,63741W,FOOD STORAGE CONTAINER,7.60
541663,4,2011-01-25T20:00,13985,Italy,40742U,PLASTIC BOTTLE,23.45
541663,4,2011-01-11T20:30,18094,Italy,68924H,GLASS JAR,3.61
541664,11,2010-12-24T04:29,10386,Italy,35722Z,PLASTIC BOTTLE,20.63
541665,19,2010-12-07T05:25,14094,Italy,15146R,WOODEN TRAY,2.79
541665,2,2010-12-24T13:02,11229,Italy,90297M,CREAM CUPID HEARTS COAT HANGER,24.80
541667,9,2011-02-07T01:30,10377,Italy,55810U,CREAM CUPID HEARTS COAT HANGER,6.42
541668,7,2011-02-08T12:22,10890,Italy,28470H,FRUIT & VEG STORAGE BASKET,23.61
541671,9,2011-01-07T06:48,16649,Italy,19186O,WOODEN TRAY,18.55
541673,6,2011-01-24T19:12,11321,Italy,75567E,PLASTIC BOTTLE,18.83
541674,8,2010-12-23T13:09,11442,Italy,77241B,WOODEN TRAY,2.99
541675,20,2011-02-03T21:07,16666,Italy,33854U,GLASS JAR,5.59
541676,4,2011-01-03T17:10,12047,Italy,84755N,CREAM CUPID HEARTS COAT HANGER,10.69
541677,19,2010-12-10T22:38,16431,Italy,31821S,GLASS JAR,22.78
541679,8,2010-12-27T17:02,18204,Italy,66836H,GLASS JAR,24.89
541680,18,2011-02-06T17:28,13306,Italy,48384S,WHITE METAL LANTERN,0.73
541680,3,2011-01-19T12:16,18191,Italy,38947H,FRUIT & VEG STORAGE BASKET,12.84
541682,10,2010-12-11T22:03,16897,Italy,26462D,PLASTIC BOTTLE,17.15
541683,9,2011-02-02T04:24,15944,Italy,42632L,FOOD STORAGE CONTAINER,8.27
541683,8,2011-02-05T11:47,16066,Italy,29214P,PLASTIC BOTTLE,1.96
541684,4,2011-01-05T11:59,18421,Italy,27628G,CREAM CUPID HEARTS COAT HANGER,23.45
541686,2,2011-01-25T19:40,16840,Italy,45341Z,WOODEN TRAY,21.93
541687,15,2010-12-07T00:59,19146,Italy,88423P,FRUIT & VEG STORAGE BASKET,16.02
541687,3,2011-01-06T04:05,14295,Italy,98821E,PLASTIC BOTTLE,21.66
541690,7,2011-01-23T01:14,12080,Italy,30885E,FOOD STORAGE CONTAINER,20.37
541693,16,2011-01-13T11:37,16666,Italy,15214W,WOODEN TRAY,12.99
541696,12,2010-12-15T19:47,18570,Italy,11046R,FRUIT & VEG STORAGE BASKET,4.36
541696,3,2010-12-03T01:55,17765,Italy,66891Q,FRUIT & VEG STORAGE BASKET,15.42
541698,11,2011-01-20T05:59,12963,Italy,58771L,CREAM CUPID HEARTS COAT HANGER,6.72
541700,20,2011-01-27T08:23,19356,Italy,97568H,WHITE METAL LANTERN,13.48
541702,11,2010-12-22T01:24,14838,Italy,86689V,FRUIT & VEG STORAGE BASKET,10.77
541702,2,2011-02-07T20:33,15231,Italy,80148T,GLASS JAR,21.84
541703,15,2010-12-31T12:11,17516,Italy,98169D,FRUIT & VEG STORAGE BASKET,14.00
541705,6,2010-12-07T15:03,11010,Italy,94368Y,WOODEN TRAY,12.12
541705,4,2010-12-14T12:55,14911,Italy,20407J,WHITE METAL LANTERN,11.37
541706,6,2011-02-03T10:39,16517,Italy,56385J,FOOD STORAGE CONTAINER,11.60
541709,11,2010-12-02T18:44,11356,Italy,35541P,CREAM CUPID HEARTS COAT HANGER,15.40
541712,4,2010-12-04T22:24,16912,Italy,65900C,PLASTIC BOTTLE,3.97
541714,8,2010-12-17T18:16,12574,Italy,67920V,FRUIT & VEG STORAGE BASKET,10.36
541714,5,2010-12-10T03:16,15613,Italy,60991D,GLASS JAR,6.59
541716,10,2011-01-16T12:44,18508,Italy,21389I,GLASS JAR,20.33
541717,6,2011-01-24T23:12,16667,Italy,94678L,WOODEN TRAY,16.13
541723,7,2011-01-14T12:33,19491,Italy,86349V,CREAM CUPID HEARTS COAT HANGER,24.46
541723,3,2010-12-26T11:00,19427,Italy,81645Q,WOODEN TRAY,4.01
541725,1,2011-01-12T12:42,11485,Italy,60289L,PLASTIC BOTTLE,0.81
541733,12,2011-01-16T05:39,13673,Italy,40916X,WHITE HANGING HEART T-LIGHT HOLDER,22.35
541737,13,2010-12-22T12:57,14069,Italy,41139D,CREAM CUPID HEARTS COAT HANGER,20.67
541738,9,2010-12-16T05:11,11037,Italy,94522E,CREAM CUPID HEARTS COAT HANGER,9.00
541738,4,2010-12-02T18:25,13252,Italy,66207K,WHITE HANGING HEART T-LIGHT HOLDER,6.44
541739,6,2010-12-09T13:34,19460,Italy,40225J,CREAM CUPID HEARTS COAT HANGER,14.59
541739,20,2011-02-01T18:29,18786,Italy,16800E,WHITE HANGING HEART T-LIGHT HOLDER,7.19
541739,18,2010-12-08T01:11,15360,Italy,25817J,FRUIT & VEG STORAGE BASKET,5.33
541740,12,2011-01-27T06:53,10610,Italy,14555I,FOOD STORAGE CONTAINER,14.35
541740,16,2011-01-20T02:21,17820,Italy,91920L,FOOD STORAGE CONTAINER,2.67
541741,6,2011-01-11T12:30,14304,Italy,21930C,WHITE METAL LANTERN,15.91
541741,5,2010-12-28T18:12,17678,Italy,25511I,GLASS JAR,6.70
541742,10,2011-01-28T23:48,19266,Italy,54915I,FRUIT & VEG STORAGE BASKET,19.00
541745,3,2011-02-06T13:03,14119,Italy,54471F,WHITE HANGING HEART T-LIGHT HOLDER,10.00
541745,7,2011-01-06T00:44,16542,Italy,34040Z,FRUIT & VEG STORAGE BASKET,1.48
541745,7,2010-12-30T13:24,11028,Italy,84054G,FOOD STORAGE CONTAINER,3.15
541749,6,2010-12-26T07:53,13465,Italy,91976B,WHITE METAL LANTERN,17.42
541749,19,2011-01-28T21:19,15332,Italy,22682H,FOOD STORAGE CONTAINER,21.97
541751,1,2011-01-08T06:56,17587,Italy,22988N,FRUIT & VEG STORAGE BASKET,6.25
541753,5,2011-01-11T16:42,18591,Italy,91724M,WHITE HANGING HEART T-LIGHT HOLDER,11.07
541753,2,2010-12-15T20:15,16431,Italy,45092E,WHITE HANGING HEART T-LIGHT HOLDER,24.52
541755,16,2011-02-06T22:40,14087,Italy,49604Z,FOOD STORAGE CONTAINER,12.80
541756,4,2010-12-15T23:48,11866,Italy,65002C,WOODEN TRAY,0.71
541757,8,2011-02-03T10:53,19460,Italy,93959W,WHITE HANGING HEART T-LIGHT HOLDER,12.35
541757,10,2011-02-03T12:41,18230,Italy,71434C,PLASTIC BOTTLE,19.05
541757,1,2010-12-01T12:15,11864,Italy,77171Y,WHITE METAL LANTERN,23.28
541758,20,2011-01-06T23:06,14638,Italy,92891T,WHITE HANGING HEART T-LIGHT HOLDER,24.84
541760,17,2011-01-08T20:57,11506,Italy,64537M,FOOD STORAGE CONTAINER,3.25
541760,12,2011-01-24T18:32,14083,Italy,59458E,FRUIT & VEG STORAGE BASKET,5.13
541765,7,2010-12-11T02:32,18569,Italy,33344K,FOOD STORAGE CONTAINER,7.19
541766,13,2010-12-07T12:32,19937,Italy,92291V,WHITE HANGING HEART T-LIGHT HOLDER,24.94
541766,14,2010-12-07T22:49,15268,Italy,75375Y,CREAM CUPID HEARTS COAT HANGER,9.97
541767,3,2011-02-08T12:53,18675,Italy,90780T,WHITE METAL LANTERN,12.70
541770,3,2010-12-21T14:35,19235,Italy,22029N,FRUIT & VEG STORAGE BASKET,1.24
541772,4,2011-01-09T03:08,13954,Italy,83154Y,FRUIT & VEG STORAGE BASKET,13.83
541773,17,2011-01-31T03:55,17722,Italy,78731W,WHITE METAL LANTERN,17.97
541775,14,2010-12-28T19:53,13506,Italy,53354O,GLASS JAR,10.42
541777,2,2011-01-18T01:46,19456,Italy,87570J,FOOD STORAGE CONTAINER,2.82
541777,9,2011-01-29T03:29,13468,Italy,20821O,WHITE METAL LANTERN,12.47
541778,7,2010-12-08T10:49,11380,Italy,28376Y,CREAM CUPID HEARTS COAT HANGER,14.92
541778,20,2011-02-07T18:30,15064,Italy,61115Q,CREAM CUPID HEARTS COAT HANGER,7.61
541781,6,2011-01-09T13:21,17274,Italy,55964E,GLASS JAR,8.39
541782,12,2011-01-11T16:25,10621,Italy,87764O,FRUIT & VEG STORAGE BASKET,1.25
541786,8,2011-01-08T06:25,15646,Italy,80117O,WHITE METAL LANTERN,17.92
541787,5,2010-12-22T13:08,11600,Italy,69528Z,PLASTIC BOTTLE,9.70
541788,5,2010-12-06T11:13,18851,Italy,69021Y,PLASTIC BOTTLE,18.22
541800,20,2011-01-26T10:40,17752,Italy,11596L,GLASS JAR,8.91
541800,10,2010-12-13T14:33,10621,Italy,28373S,PLASTIC BOTTLE,15.94
541801,9,2011-01-14T22:47,13851,Italy,18959S,PLASTIC BOTTLE,19.89
541801,7,2011-01-21T01:01,19920,Italy,22828Z,GLASS JAR,8.94
541802,4,2011-01-20T11:59,12212,Italy,39273E,PLASTIC BOTTLE,5.74
541804,6,2011-01-25T12:03,11289,Italy,17968X,FRUIT & VEG STORAGE BASKET,2.23
541804,17,2010-12-22T13:41,13033,Italy,34674P,CREAM CUPID HEARTS COAT HANGER,13.54
541806,7,2011-01-15T19:04,10779,Italy,51853Z,WHITE HANGING HEART T-LIGHT HOLDER,24.81
541807,18,2011-02-07T06:31,19148,Italy,90667G,FRUIT & VEG STORAGE BASKET,6.34
541807,5,2011-02-03T15:47,19976,Italy,32236U,FRUIT & VEG STORAGE BASKET,5.19
541809,10,2011-01-08T01:22,15530,Italy,44650M,PLASTIC BOTTLE,18.79
541812,1,2010-12-18T02:12,16544,Italy,94302R,FRUIT & VEG STORAGE BASKET,24.33
541812,13,2011-01-11T22:28,18259,Italy,59632U,WHITE HANGING HEART T-LIGHT HOLDER,18.89
541814,17,2011-01-18T19:45,12574,Italy,52401K,WHITE METAL LANTERN,20.08
541816,9,2010-12-16T16:10,14504,Italy,94868D,GLASS JAR,17.45
541818,1,2010-12-31T03:24,10402,Italy,93252E,WHITE HANGING HEART T-LIGHT HOLDER,14.87
541823,8,2010-12-17T22:59,11626,Italy,44081X,WOODEN TRAY,8.52
541825,1,2011-01-10T13:51,13799,Italy,58305L,WHITE METAL LANTERN,15.66
541827,15,2011-01-05T06:52,11423,Italy,72481D,WHITE METAL LANTERN,2.01
541829,20,2010-12-17T20:50,15265,Italy,30629X,WHITE METAL LANTERN,20.71
541830,12,2010-12-02T10:40,15994,Italy,18927T,FOOD STORAGE CONTAINER,3.85
541833,8,2010-12-26T15:48,18449,Italy,69229G,FRUIT & VEG STORAGE BASKET,8.92
541837,4,2010-12-15T15:21,10436,Italy,64445V,CREAM CUPID HEARTS COAT HANGER,14.46
541838,18,2011-01-11T12:43,11853,Italy,44649W,FOOD STORAGE CONTAINER,11.24
541839,19,2011-01-31T01:17,17487,Italy,94834G,PLASTIC BOTTLE,24.46
541840,5,2010-12-31T23:26,19658,Italy,17372I,FRUIT & VEG STORAGE BASKET,11.11
541840,9,2011-02-04T12:28,18306,Italy,23572A,GLASS JAR,17.50
541842,13,2011-01-30T07:50,17140,Italy,94720T,FRUIT & VEG STORAGE BASKET,13.87
541843,5,2011-02-01T01:46,17687,Italy,91632V,WHITE METAL LANTERN,7.33
541845,2,2010-12-10T18:06,16104,Italy,74499Z,WOODEN TRAY,16.24
